Abstrak,Topik 1,Topik 2,Topik 3,Topik 4,Total Proporsi Topik
penyusunan sistem informasi dina perindustrian perdagangan disperindag kabupaten bangkalan meningkatkan kualita pelayanan membantu prose kinerja dina salah faktor pendorong pemanfaatan sistem informasi meningkatnya kebutuhan fungsi pelayanan dijalankan tujuan penerapan arsitektur enterpris menciptakan keselarasan bisni teknolog informasi kebutuhan instansi penerapan arsitektur enterpris terlepa instansi merencanakan merancang arsitektur enterpris togaf adm metodolog lengkap instansi memahami tahapan â tahapan metodolog diterjemahkan aktivita perancangan arsitektur enterpris tahapan perancangan arsitektur enterpris berlanjut tahapan rencana implementasi togaf adm memiliki komponen utama arsitektur bisni arsitektur data arsitektur teknolog arsitektur aplikasi intinya togaf arsitektur enterpris aspek menghasilkan model kerangka dasar mengembangkan sistem informasi terintegrasi mendukung kebutuhan dina perindustrian perdagangan sesuai peraturan bupati bangkalan nomor uraian tuga jabatan struktur dina perindustrian perdagangan,0.0008898503225342084,0.17708610687453172,0.8211342479163358,0.0008897948865982469,1.0
perusahaan pemerintah swasta tujuan dicapai pencapaian tujuan perusahaan pemanfaatan sumber daya dimiliki optim salah sumber daya sumber daya manusia dimiliki perusahaan sesuai peraturan ditetapkan pt surya madistrindo pamekasan prose promosi jabatan kriteriakriteria aspek kapasita intelektu aspek sikap kerja aspek perilaku masingmas sub kriteria tersendiri metod metod fuzzi analyt network process fanp metod fanp mencari bobot priorita kepentingan kriteria sub kriteria ditetapkan prose perangkingan bobot kriteria masingmas data karyawan pembobotan diperoleh hasil kuesion pimpinan perusahaan prose perangkingan mengalikan nilai bobot kriteria tiaptiap sub kriteria menyeleksi karyawan berhak menduduki jabatan tersedia berdasarkan kriteriakriteria ditentukan hasil uji coba menyelesaikan studi prose promosi jabatan karyawan menghasilkan nilai akurasi kunci sistem pendukung keputusan promosi jabatan fuzzi analyt network process fanp,0.0008666958862100117,0.9343469367900595,0.051464113000671226,0.0133222543230592,1.0
pelayanan makanan pasien rawat inap rumah sakit tujuan menu diet sesuai syarat gizi minim sesuai penyakit diderita pasien menu disediakan rumah sakit memperhatikan kebutuhan kalori pasiennya individu mengakibatkan penyediaan makanan pasien sesuai kebutuhan kalori perhari pasien dibuatlah sistem pendukung keputusan rekomendasi menu diet pasien alat bantu penyediaan menu makanan pasien metod metod harri benedict perhitungan total kalori pasien metod euclidean perankingannya diharapkan aplikasi sistem pendukung keputusan merekomendasikan menu diet pasien beserta penjelasan kebutuhan kalori perhari asupan makanan perhari makanan dibatasi kunci sistem pendukung keputusan harri benedict euclidean,0.08263739025961063,0.2817900965649653,0.6344281504477965,0.0011443627276274744,1.0
penyusunan sistem pendukung keputusan pemilihan teknik rekayasa kebutuhan membantu pengembang perangkat lunak membangun proyek perangkat lunak pemilihan teknik rekayasa kebutuhan berdasarkan pilihan system anali bersangkutan berdasarkan karakteristik teknik rekayasa kebutuhan sesuai proyek perangkat lunak menghasilkan perangkat lunak prose evaluasi pemilihan teknik rekayasa kebutuhan salah tahap proyek pengembangan perangkat lunak didalam spk prose pemilihan teknik rekayasa kebutuhan kriteria atribut project pengembang perangkat lunak prose cluster metod self organ map som paramet distanc matrix menangani data multi dimension euclidean canberra jeni distanc matrix lazim tingkat akurasinya menangani data riil hasil diperoleh membandingkan hasil cluster metod som berbasi euclidean distanc canberra distanc matrix menghasilkan teknik rekayasa kebutuhan efisien obyektif sesuai karakteristik proyek perangkat lunak kunci sistem pendukung keputusan teknik rekayasa kebutuhan cluster self organ map canberra distanc matrix,0.0007975695694090659,0.8253879927185088,0.0007975926455911468,0.17301684506649087,0.9999999999999998
sidik jari salah karakteristik fisik manusia identifikasi manusia sidik jari karakteristik berubah kecuali luka rusak akibat kecelakaan sidik jari tindak krimin pencurian kecurangan administrasi prose pendeteksian sidik jari memudahkan pihakpihak berwajib menangani prose pendeteksian lakukan program komput tahap perhitungan penentuan titik kenal corepoint prose berperan prose identifikasi manusia menentukan corepoint titik sidik jari manual otomati manual lakukan kasat mata otomati tentukan sistem tuga menentukan corepoint sidik jari otomati metod geometri of region techniqu grcitra tuga diperoleh âdatabas fvc fingerprintbitmapsâ hasil uji coba sistem terbaik deteksi corepoint sidik jari metod geometri of region techniqu gr m v prose normalisasi ukuran blok x pixel hasil akurasi sistem didapatkan kunci sidik jari corepoint geometri of region techniqu gr normalisasi,0.0008819840122844782,0.0008821357727996002,0.5390085512837424,0.4592273289311735,1.0
indonesia perkembangan gizi perhatian statu gizinya mengontrol gizi dibutuhkan tubuh penelitian dirancang aplikasi sistem pendukung keputusan menentukan statu gizi pasien solusi makanan pasien sesuai riwayat penyakit derita pasien sistem dirancang berbasi web memudahkan admin ahli gizi rumah sakit penentuan statu gizi pasien diharapkan aplikasi efisien efektifita kinerja metod penelitian naã¯v bay classifi nbc metod terbaru memprediksi probabilitasmetod naã¯v bay classifi prose penentuan perhitungan probabilita statu gizi dimana dicari nilai probabilita terbesar kesimpulan penentuan statu gizi metod diterapkan studi sistem penentuan statu gizi pasien hasil akurasi terbesar kunci naã¯v bay classifi sistem pendukung keputusan statu gizi web,0.5410893882989122,0.45683544005080123,0.001037516013881267,0.0010376556364053906,1.0
pengenalan tulisan tangan topik penelitian popul penel usahausaha sistem pengenalan tulisan tangan otomati teknik berbeda penelitian membaha pengembangan sistem pengenalan tulisan tangan offlin pencirian lokal karakterkarakt tulisan tangan salah faktor penentu pengenalan tulisan tangan model bentuk tulisan tangan penuli dikenali penuli memiliki gaya menuli bentuk tulisan tangan berbeda metod pengenalan pola tulisan tangan penelitian modifi direct featur mdf prose ekstraksi fitur learn vector quantiz lvq prose klasifikasi prose ekstraksi fitur metod mdf penentuan arah gari posisi tiaptiap piksel prose pelatihan data metod learn vector quantiz lvq metod menghasilkan bobot prose pengenalan citra huruf tulisan tangan uji coba sistem hasil terbaik pengenalan citra huruf tulisan tangan diperoleh data pelatihan citra data uji coba citra hasil akurasi sistem didapatkan kunci tulisan tangan modifi direct featur learn vector quantiz,0.042493582003364935,0.0007913151489152452,0.0007913503843915092,0.9559237524633284,1.0
citra senyum salah fitur biometrik dijadikan bukti autentik sistem pengenalan pola pattern recognit komputerisasi identita ciri pengenalan senyum ditel kalangan salah bentuk penerapan pengenalan pola senyum senyum senyum dikenali komput disimpan databas menentukan pola senyuman manual otomati manual kasat mata otomati tentukan sistem tuga mengidentifikasi senyuman otomati metod princip compon analysi pca linier descrimin analysi lda dimana jeni senyuman tuga dibagi senyum mani senyum mengejek senyum dipaksakan senyum tertutup senyum terbuka penggunaan metod ekstraksi fitur efisien menentukan keberhasilan sistem pengenalan pola metod klasifikasi pengenalan pola euclidean distanc manhattan distanc hasil uji coba gambar data pelatihan didapatkan tingkat akurasi pca order hasil uji coba pca lda didapatkan tingkat akurasi order,0.0009142404214116835,0.0009143085294819394,0.23155890528479856,0.7666125457643078,1.0
batik kerajinan memiliki nilai seni budaya indonesia batik indonesia beragam jeni tekstur batik warna batik pola batik mencerminkan usul daerah batik pencarian citra berbasi tek efektif penilaian subjektif pengguna merepresentasikan citra sistem menangani pencarian citra queri citra sistem perolehan citra berbasi isi spci content base imag retriev cbir penelitian ciri tekstur prose pencarian kemiripan delapan kela citra batik berbeda cirebon bali bangkalan pamekasan sumenep yogyakarta solo pekalongan objek perolehan citra berbasi isi sistem dibangun prose utamanya ekstraksi fitur tekstur metod gray level differ method gldm arah utama gldm menghitung perbedaan mutlak sepasang derajat keabuan terpisah jarak arah hasil ekstraksi fitur pengukuran jarak kemiripan metod euclidean distanc uji coba aplikasi pengukuran kemiripan euclidean distanc nilai threshold diperoleh akurasi presisi data pelatihan data uji coba citra ditampilkan,0.0007975762558056544,0.0007975906867506455,0.9976071328757732,0.0007977001816704011,0.9999999999999999
kebutuhan pencarian data internet cepat faktor pengguna layanan internet sistem informasi tuga simtak fakulta teknik universita trunojoyo madura membutuhkan pencarian data cepat berdasarkan kontek sistem pencarian dipakai pencarian databas dimana hasil pencarian sesuai kontek keyword diinputkan memiliki kebenaran sistem kecerdasan pengetahuan ditangkap dipros ontolog mendukung tuga ontolog spesifikasi konseptualisasi semantik web abstrak representasi world wide web www berbasiskan standar didefinisikan resourc descript framework rdf ontolog web languag owl ide dasarnya membawa web memiliki definisi link data efektif mencari otomasi integrasi reus informasi aplikasi semantik web didefinisikan sekumpulan teknolog dimana komput memahami arti informasi berdasarkan metadata informasi isi informasi judul pengarang modifikasi tanggal halaman web hak cipta halaman web semantik web pencarian tuga hasil berdasarkan persamaan makna keyword diinputkan user kunci mesin pencari semant web tuga abstract,0.0007913562874854807,0.9976260938989248,0.0007913131722407649,0.0007912366413489969,1.0
perusahaan memiliki data berkaitan kegiatan bisni dijaga diamankan orang berhak mengaksesnya seringkali muncul aksi ileg mencoba merusak server mencuri data perusahaan mengakibatkan kesalahan fatal kelancaran kegiatan bisni perusahaan disebabkan data valid menyikapi sistem monitor keamanan mengamankan server tindakan penyusupan intrus prevent system ip solusi keamanan jaringan server tindakan penyusupan ip mengembangkan snort fungsi pendeteksi dikombinasikan iptabl firewal pencegah penyusupan ip dilengkapi user interfac base basic analysi and secur engin manajemen rule memudahkan admin memonitor sistem keamanan tindakan penyusupan jaringan server snort alert terdeteksi serangan disimpan log snort memerintahkan iptabl drop alamat penyerang detail serangan tampilan user interfac base hasil pengujian didapatkan snort iptabl ip respon cepat terdeteksi serangan tanggap ratarata detik serangan terdeteksinya alert,0.3229280933552074,0.4780996676573541,0.000874318894816802,0.19809792009262162,1.0
citra digit dimanfaatkan aspek kehidupanoleh membutuhkan tampilan citra merepresentasikan objek citra salah permasalahan pengambilan gambar citra kemampuan mengambil gambar lua gambar diambil kali menyebabkan gambar objeknya terpisahpisah mengatasi permasalahan prose penggabungan citra penelitian metod watersh metod ditentukan titik korespondensi masingmas citra kandidat daerah hasil korespondensi disegmen menggunkan metod watersh hasil segmentasinya mencari region cut acuan penggabungan citra prose penggabungan citra dsebut mosaic panoramik hasil penelitian citra panorama ideal dperoleh citra masukan kesamaan obyek titik korespondensi dipilih obyek citra masukan kunci citra panorama mosaikpanoramik metod watersh,0.0011712120673198138,0.0011712508172348377,0.9964862316515466,0.0011713054638987426,1.0
beasiswa pemberian bantuan keuangan perorangan bertujuan keberlangsungan pendidikan ditempuh program beasiswa diadakan meringankan beban mahasiswa menempuh studi kuliah biaya fakulta teknik universita trunojoyo memiliki program beasiswa berhak menerima beasiswa bantuan belajar mahasiswa bbm beasiwa peningkatan prestasi akademik ppa jeni beasiswa memiliki kriteria faktor bobot berbeda seleksi beasiswa mengalami kesulitan banyaknya pemohon banyaknya kriteria manual mengakibatkan efektifnya keputusan membantu menetapkan layak menerima beasiswa dibutuhkan sistem pendukung keputusan metod penelitian analyt network process anp techniqu order prefer by similar to ideal solut topsi penelitian diangkat menganalisa validita alternatif terbaik penerima beasiswa berdasarkan kriteriakriteria ditentukan metod anp dicari solusi pengurutan metod topsi berdasarkan hasil uji coba sistem perbedaan selisih hasil rekomendasi sistem data aktual pemenang beasiswa ppa jurusan informatika selisih hasil rekomendasi sistem data aktual pemenang beasiswa bbm jurusan informatika kunci anp topsi mcdm pengambilan keputusan multi kriteria seleksi beasiswa,0.0007278951125214158,0.9978163506123605,0.0007278806614795134,0.0007278736136386613,1.0000000000000002
spare part salah pengoperasian mesin sepeda motor peningkatan penjualan spare part terduga prose tuneup menyebabkan kesulitan pelayanan terbaik konsumen penurunan penjualan spare part menyebabkan penumpukan spare part gudang sistem peramalan meramalkan penjualan spare part period sistem peramalan metod jaringan syaraf tiruan algoritma propagasi momentum meramalkan penjualan spare part data tersimpan dihitung epoh learn rate berbeda hasil uji coba system disimpulkan data data train learn rate epoh menghasilkan tingkat kesalahan,0.33612229905795316,0.6609954236989116,0.0014410771331079028,0.0014412001100273096,1.0
abstrak penjiplakan muncul berkembang bidang pendidikan karya tuli isinya menjiplak karya tuli orang mengatasi salah satunya solusinya aplikasi mengelompokan dokumen mendeteksi penjiplakan dokumen tuga aplikasi mendeteksi penjiplakan dokumen membandingkan dokumen pendeteksian penjiplakan dokumen algoritma winnow algoritma winnow berfungsi prose dokumen fingerprint merubah tek sekumpulan nilai nilai hash nilai hash mendeteksi tingkat kesamaan dokumen pengelompokan dokumen algoritma fuzzi kmean hasil uji coba aplikasi diambil kesimpulan nilai ngram basi window hasil prosentas kemiripan dokumen menghasilkan nilai ngram basi window prosentas kemiripan dokumen menghasilkan prosentas perhitungan nilai fmeasur dipengaruhi keakuratan data dipros kunci deteksi penjiplakan cluster fmeasur,0.996821261829713,0.0010596784390312273,0.0010594790701405478,0.0010595806611151675,1.0
sumber daya manusia mutlak dibutuhkan kemajuan perusahaan menjadikan perusahaan perusahaan maju kalah bersa perusahaan dibuatlah sistem pendukung keputusan spk pemilihan karyawan berprestasi mencari karyawan berprestasi sistem pendukung keputusan spk fahp electr ii metod fahp metod obyektif prose penilaian berdasarkan hirarki kriteria digabungkan konsep fuzzi sesuai kriteria penilaian kinerja karyawan perusahaan bobot prose metod electr ii karyawan berprestasi menjaga penilaian berpihak salah karyawan beba intervensi karyawan perusahaan independen profesion penilaian karyawan hasil penilaian angkaangka departemen sdm penjumlahan nilai komulatif kriteria karyawan terbaik priorita kriteria metod fahp electreii hasil keluaran mendekati keakuratan hasil diperoleh areal manag band hitung manual perusahaan memperhatikan bobot kepentingan,0.0009863906457283362,0.9970408407894247,0.0009864489630784076,0.0009863196017686291,1.0
abstrak data sma wachid hasyim tamansepanjang data siswa mentah data diolah pengolahan data mengelompokan cluster datadata memiliki beragam metod salah satunya som self organ map menvalidasi data penggunaan distanc matrix idb indek daviesbouldin idb som bertujuan meningkatkan akurasi validasi hasil analisa data penganalisaan data studi sma wachid hasyim tamansepanjang bertujuan tingkat kemiripan siswa kelompok kela metod som mengelompokan data berdekatan dicari kemiripannya berdasarkan pola kemiripan data pengelompokan siswa dijadikan cluster learn rate epoch mse terkecil epoch data train dijadikan sembilan cluster learn rate epoch mse terkecil epoch cluster data train nilai terkecil pemvalidasian cluster idb sembilan cluster data train cluster nilai idb hasilnya akurat kela terbentuk kelompok kunci cluster som eucledian distanc idb sma wachid hasyim tamansepanjang,0.0008519044442531888,0.9974440629766812,0.0008519267184610224,0.0008521058606044768,0.9999999999999999
citra diterapkan aspek kehidupan bidang kedokteran tubuh manusia mendeteksi penyakit bidang geolog memetakan wilayah dibutuhkan tampilan citra merepresentasikan obyek batasan lua citra kendala penerapan fungsi manfaat citra aplikasi penggabungan citra mosaic panoram memperlua tampilan citra bermanfaat informasi obyek penelitian metod scale invari featur transform sift pendeteksian keypoint keypoint berubah berdasarkan nilai threshold ditentukan pasang citra ditel nilai threshold citra masukan keypoint berkesesuaian bernilai prose mosaic panoram nilai threshold keypoint berkesesuaian bernilai menghasilkan citra hasil mosaic panoram nilai threshold keypoint berkesesuaian pasang citra masukan citra masukan ditemukan prose mosaic panoram menghasilkan citra hasil mosaic panoram kunci mosaic panoram sift scale invari featur transform keypoint,0.5540988472863777,0.000967265097446273,0.051304097431890815,0.3936297901842852,1.0
teknolog biometrik mengalami perkembangan pesat lazim diterapkan bidang aplikasi prose pengenalan telapak tangan ditel telapak tangan biometrika relatif telapak tangan memiliki karakteristik unik gari telapak tangan bersifat stabil orang gari telapak tangan berbeda orang kembar keunikan kestabilan gari telapak tangan telapak tangan fitur handal telapak tangan sistem pengenalan penelitian prose pengenalan telapak tangan metod naiv bay prose classifi reduksi dimensinya princip compon analysi pca sistem diuji coba citra telapak tangan orang orang sampel telapak tangan hasil pengujian ratarata memperoleh persentas keberhasilan,0.4279365935656289,0.0012287262899432594,0.0012286811082746513,0.5696059990361533,1.0
diagnosa penyakit mata sistem informasi inti permasalahan penelitian studi dokter pakar memiliki keterbatasan melayani pasien jam harihari dokter minggu jam kali pelayanan asisten dokter membantu pelayanan denga maksim maksimalnya peranan dokter pasien terbatasnya keberadaaan dokter pakar minimnya pelayanan dokter pasien minimnya pengetahuan gejala sakit dirasakan mendukung terdapatnya sistem diagnosa solusi gejala berdasarkan penelitian bertujuan aplikasi sistem pakar berbasi web mendiagnosa gejala penyakit mata metod pengembangan aplikasi fuzzi mamdani inferensi forward chain input dibutuhkan sistem data jeni gejala gejala output nilai tingkat keparahan penyakit mengarah solusi hasil uji coba sistem dokter diperoleh nilai keakuratan kunci metod fuzzi mamdani forward chain diagnosa penyakit mata,0.8247555610150813,0.17329095915846512,0.0009767316827557597,0.0009767481436977687,1.0
penggunaan teknolog mobil marak disamp keunggulannya mudah bawa dibawa kemanamana teknolog mobil mudah dieksplorasi terbukti smartphon layanan bermanfaat penggunanya toefl test of english as a foreign languang dibutuhkan menghadapi kemajuan teknolog besarnya minat masyarakat belajar bahasa inggri mengikuti test toefl berpengaruh kemajuan teknolog android subset perangkat lunak perangkat mobil meliputi sistem operasi middlewar aplikasi inti releas googl android sdk tool api applic program interfac aplikasi platform android bahasa pemrograman java eclips ide integr develop environ code aplikasi android salah pemanfaatan teknolog mobil media pembelajaran te toefl tek audio teknolog android berbasi mobil te toefl pembelajaran test kelebihan listen menu aplikasi diharapkan membatu meningkatkan pemahaman pengguna te toefl kunci te toefl android java mobil sdk,0.8689592153986784,0.00088200549415052,0.12927686059476695,0.0008819185124040828,0.9999999999999999
perusahaan mengharapkan hubungan pelanggan pt x perusahaan bergerak bidang minyak ga bumi negara pengelolaan hubungan berdampak peningkatan citra perusahaan dimata pelanggan penilaian kinerja perusahaan diukur kriteria crm scorecard crm scorecard diambil balanc scorecard bsc berfoku pelanggan penilaian kinerja metod analyt network process anp pembobotan pt x menilai kinerja perusahaan traffic light system hasilnya hasil score kpi kpi level buruk ekuita pelanggan sistem penghargaan kpi perhatian indik level kpi perluasan pelanggan teknolog informasi struktur organisasi perusahaan berhatihati indik level kpi profitabilita kesetiaan pelanggan kepuasan pelanggan nilai hubungan pelanggan perolehan pelanggan mempertahankan pelanggan peranan manajemen pelatihan kerjasama kunci sistem penilaian kinerja crm scorecard analyt network process anp key perform indic kpi,0.0009312372090826558,0.46305940693236924,0.5350781162194479,0.0009312396391001393,1.0
teknik kalibrasi berpengaruh perkembangan comput vision prose teknik kalibrasi pengolahan lanjutan prose vision dilakukannya kalibrasi prose vision mudah prosesnya teknik kalibrasi menentukan paramet prose vision rekonstruksi d penelitian mencoba mengangkat teknik kalibrasi kamera klasik popular teknik kalibrasi kamera algoritma tsai simulasi hasil paramet pengukuran obyek aplikasi dibandingkan obyek real hasil ujicoba didapatkan hasil tahapan prose kalibrasi kamera metod tsai berhasil data paramet simulasi ujicoba skenario masingmas skenario percobaan hasil hasil pengukuran aplikasi hasil pengukuran nyata galat rel perhitungan aplikasi ratarata perhitungan nyata hasil disebabkan prose pengambilan data spesifikasi terbata kunci kalibrasi kamera algoritma tsai comput vision,0.0010484590507288311,0.0010485411291910605,0.9968543949823061,0.0010486048377739616,0.9999999999999999
pemilihan supplier salah isu pemilihan supplier suppli chain hubungan memiliki pengaruh kelangsungan produksipada tuga dianalisa analyt hierarchi process ahp fuzzi multiobject program fmop pemilihan supplier industri batik podhek pemekasan perhitungan ahp diperoleh nilai bobot kriteria pemilihan supplier nilai masukan fmop fmop solusi memaksimalkan meminimalkan tujuansetelah prose perhitungan faktor kriteria kontribusi pemilihan supplier kriteria harga kualita tingkat cacat keterlambatan pengiriman hasil penelitian diperoleh supplier optimum toko utara bahan baku kain batasan pembelian lembar didapatkan hasil z z z z bahan baku pewarna malan batasan pembelian kg didapatkan hasil z z z z z z z z kunci suppli chain manag scm pemilihan supplier analyt hierarchi process fuzzi multiobject program,0.0010375169315002847,0.5243470298364957,0.0010376126536695606,0.4735778405783345,1.0
kabupaten pamekasan salah pusat industri perdagangan batik tuli diandalkan salah sumber pendapatan daerah batik tuli madura batik tuli pamekasan memiliki corak design kha penuli menel pembuatan model penjualan produk unggulan batik kha pamekasan berbasi electron commerc tujuan penelitian membangun model ecommerc interaktif mendukung potensi perindustrian perdagangan kabupaten pamekasan mempermudah transaksi penjualan produk unggulan batik tuli kha pamekasan model ecommerc diterapkan busi to custom bc metodolog penelitian metod sdlc softwar develop life cycl sdlc waterfal berdasarkan hasil analisi kuision dibagikan pelanggan responden mencakup fiturfitur websit simpulan diambil pemodelan diimplementasikan websit ecommerc dibuktikan hasil kuison ratarata persentas responden setuju mencapai kunci batik ecommerc bc model,0.0009673632881613401,0.28911691074648005,0.708948502928829,0.0009672230365295022,0.9999999999999999
